Question Type,No. of students attended the question,Time Taken ,Number of times MCQ option change,No. of Times compilation,No. of Hints used,Programming Language,Feedback,Correct,Wrong,Partially Correct,Maximum mark,Difficulty
2,2599285,8622,0,18,1,3,0,1299642.5,866428.3333,433214.1667,1,Medium
2,890954,255,0,16,0,2,1,445477,296984.6667,148492.3333,6,Hard
2,2063373,6534,0,8,3,3,1,1031686.5,687791,343895.5,4,Hard
2,5451181,7633,0,20,1,1,0,2725590.5,1817060.333,908530.1667,6,Hard
2,4281431,3540,0,9,2,4,1,2140715.5,1427143.667,713571.8333,2,Hard
2,5976995,7920,0,11,3,3,0,2988497.5,1992331.667,996165.8333,2,Hard
2,4038563,6392,0,16,0,2,0,2019281.5,1346187.667,673093.8333,4,Hard
2,3406242,2391,0,23,0,1,0,1703121,1135414,567707,6,Hard
2,2346364,8774,0,22,0,4,1,1173182,782121.3333,391060.6667,1,Hard
2,2914104,2030,0,19,2,3,1,1457052,971368,485684,6,Hard
2,20472,4845,0,11,2,3,0,10236,6824,3412,5,Hard
2,375021,5300,0,2,1,4,0,187510.5,125007,62503.5,3,Medium
2,465296,561,0,5,1,1,1,232648,155098.6667,77549.33333,6,Medium
2,1643785,6319,0,4,2,3,0,821892.5,547928.3333,273964.1667,2,Hard
2,3380181,8199,0,8,2,1,0,1690090.5,1126727,563363.5,4,Hard
2,4402699,246,0,11,0,2,1,2201349.5,1467566.333,733783.1667,5,Hard
2,3342329,2241,0,20,3,4,0,1671164.5,1114109.667,557054.8333,4,Hard
2,732005,5623,0,14,1,4,0,366002.5,244001.6667,122000.8333,6,Hard
2,1667192,2571,0,7,3,1,1,833596,555730.6667,277865.3333,5,Hard
2,1091238,3846,0,18,1,1,1,545619,363746,181873,4,Hard
2,3322290,3534,0,24,1,4,1,1661145,1107430,553715,4,Hard
2,960523,891,0,1,1,2,0,480261.5,320174.3333,160087.1667,3,Hard
2,5172430,2550,0,13,0,1,0,2586215,1724143.333,862071.6667,1,Hard
2,3365986,2024,0,3,3,1,0,1682993,1121995.333,560997.6667,3,Medium
2,1065254,8433,0,7,0,4,1,532627,355084.6667,177542.3333,6,Hard
2,2182809,5008,0,9,2,2,0,1091404.5,727603,363801.5,3,Hard
2,2778586,4009,0,23,3,4,0,1389293,926195.3333,463097.6667,3,Hard
2,6185822,1341,0,20,0,1,0,3092911,2061940.667,1030970.333,3,Hard
2,3934025,420,0,19,1,1,0,1967012.5,1311341.667,655670.8333,1,Medium
2,6740142,1912,0,23,2,1,1,3370071,2246714,1123357,6,Hard
2,3568972,2078,0,7,1,1,1,1784486,1189657.333,594828.6667,4,Hard
2,1297714,8096,0,11,3,3,1,648857,432571.3333,216285.6667,1,Hard
2,226811,2452,0,12,2,2,1,113405.5,75603.66667,37801.83333,3,Medium
2,4072941,1197,0,20,3,3,0,2036470.5,1357647,678823.5,4,Hard
2,5392735,1933,0,6,2,4,0,2696367.5,1797578.333,898789.1667,4,Hard
2,393289,7765,0,25,3,2,1,196644.5,131096.3333,65548.16667,2,Hard
2,3370120,7170,0,22,3,1,1,1685060,1123373.333,561686.6667,1,Hard
2,3125501,8881,0,2,0,4,1,1562750.5,1041833.667,520916.8333,1,Hard
2,4714040,4512,0,12,0,3,1,2357020,1571346.667,785673.3333,2,Hard
2,3058668,3961,0,15,0,1,0,1529334,1019556,509778,1,Hard
2,1877060,5906,0,2,2,2,0,938530,625686.6667,312843.3333,3,Hard
2,698617,5484,0,20,3,1,0,349308.5,232872.3333,116436.1667,3,Hard
2,1529954,3998,0,10,3,1,0,764977,509984.6667,254992.3333,5,Hard
2,142147,7706,0,13,3,2,1,71073.5,47382.33333,23691.16667,5,Hard
2,2712046,8703,0,2,2,2,1,1356023,904015.3333,452007.6667,3,Hard
2,622844,2488,0,5,2,1,1,311422,207614.6667,103807.3333,4,Hard
2,4922743,3047,0,9,2,2,1,2461371.5,1640914.333,820457.1667,5,Hard
2,5770098,7457,0,2,0,1,0,2885049,1923366,961683,4,Medium
2,1612384,5446,0,6,3,3,1,806192,537461.3333,268730.6667,4,Medium
2,3204785,3840,0,23,0,3,1,1602392.5,1068261.667,534130.8333,4,Hard
2,420562,6083,0,3,2,4,0,210281,140187.3333,70093.66667,6,Hard
2,851592,5637,0,20,3,4,0,425796,283864,141932,6,Hard
2,1064662,6968,0,5,1,4,1,532331,354887.3333,177443.6667,2,Medium
2,3239680,2286,0,9,1,1,1,1619840,1079893.333,539946.6667,2,Hard
2,6148934,6706,0,19,3,3,1,3074467,2049644.667,1024822.333,6,Medium
2,3449230,3589,0,8,1,3,0,1724615,1149743.333,574871.6667,3,Hard
2,6577714,1620,0,19,2,1,0,3288857,2192571.333,1096285.667,1,Hard
2,5009354,1056,0,3,3,4,1,2504677,1669784.667,834892.3333,2,Hard
2,588124,1586,0,16,1,1,0,294062,196041.3333,98020.66667,6,Medium
2,804757,1135,0,22,2,2,0,402378.5,268252.3333,134126.1667,1,Hard
2,3215305,5235,0,9,3,3,0,1607652.5,1071768.333,535884.1667,4,Hard
2,6194230,2869,0,23,1,1,1,3097115,2064743.333,1032371.667,3,Hard
2,1203996,429,0,1,0,4,0,601998,401332,200666,3,Hard
2,1295323,2733,0,9,1,3,1,647661.5,431774.3333,215887.1667,2,Hard
2,2585057,1431,0,18,3,3,1,1292528.5,861685.6667,430842.8333,1,Hard
2,6530753,5656,0,21,2,2,1,3265376.5,2176917.667,1088458.833,3,Hard
2,844282,8861,0,19,2,1,1,422141,281427.3333,140713.6667,1,Hard
2,2027204,2730,0,9,0,3,0,1013602,675734.6667,337867.3333,1,Hard
2,1438979,4268,0,10,2,2,0,719489.5,479659.6667,239829.8333,6,Medium
2,5267070,8251,0,16,3,2,0,2633535,1755690,877845,2,Hard
2,4757488,5414,0,3,3,3,0,2378744,1585829.333,792914.6667,6,Hard
2,3657924,5339,0,17,2,4,0,1828962,1219308,609654,2,Hard
2,2533631,4055,0,13,2,2,0,1266815.5,844543.6667,422271.8333,2,Medium
2,3828305,3486,0,8,1,1,1,1914152.5,1276101.667,638050.8333,1,Hard
2,1232295,8146,0,7,1,1,0,616147.5,410765,205382.5,4,Hard
2,5216941,2682,0,24,3,2,0,2608470.5,1738980.333,869490.1667,2,Hard
2,6164561,3604,0,9,1,2,1,3082280.5,2054853.667,1027426.833,3,Medium
2,5910753,697,0,6,2,3,1,2955376.5,1970251,985125.5,4,Hard
2,6003383,5189,0,6,1,1,0,3001691.5,2001127.667,1000563.833,2,Medium
2,4403018,3098,0,4,1,2,1,2201509,1467672.667,733836.3333,2,Hard
2,2705590,6432,0,23,0,2,0,1352795,901863.3333,450931.6667,3,Medium
2,4021620,363,0,25,0,1,0,2010810,1340540,670270,4,Hard
2,3080158,951,0,8,1,4,0,1540079,1026719.333,513359.6667,3,Medium
2,746300,7482,0,8,3,4,0,373150,248766.6667,124383.3333,3,Hard
2,1691845,428,0,20,1,3,1,845922.5,563948.3333,281974.1667,4,Hard
2,6446407,188,0,14,3,1,1,3223203.5,2148802.333,1074401.167,3,Hard
2,1734583,2502,0,22,0,4,0,867291.5,578194.3333,289097.1667,5,Hard
2,6724984,582,0,14,3,3,1,3362492,2241661.333,1120830.667,1,Hard
2,6014041,8602,0,5,2,1,0,3007020.5,2004680.333,1002340.167,5,Hard
2,888010,8149,0,10,1,3,0,444005,296003.3333,148001.6667,3,Hard
2,6186255,7456,0,23,2,4,1,3093127.5,2062085,1031042.5,1,Medium
2,3427350,6357,0,12,2,4,0,1713675,1142450,571225,2,Medium
2,1827993,268,0,22,1,2,0,913996.5,609331,304665.5,4,Hard
2,1857685,7014,0,21,3,4,1,928842.5,619228.3333,309614.1667,6,Hard
2,2081950,7412,0,23,1,1,0,1040975,693983.3333,346991.6667,5,Hard
2,4624203,3127,0,10,3,2,0,2312101.5,1541401,770700.5,4,Hard
2,551158,7728,0,17,0,4,0,275579,183719.3333,91859.66667,3,Hard
2,6567845,149,0,19,0,3,1,3283922.5,2189281.667,1094640.833,3,Hard
2,6782076,2067,0,9,3,3,0,3391038,2260692,1130346,6,Hard
2,1368834,8284,0,8,1,4,0,684417,456278,228139,2,Hard
2,5665417,2349,0,14,3,3,1,2832708.5,1888472.333,944236.1667,4,Hard
2,2697371,3367,0,6,0,1,1,1348685.5,899123.6667,449561.8333,1,Hard
2,3407048,1004,0,3,0,3,0,1703524,1135682.667,567841.3333,1,Hard
2,4402534,2998,0,1,3,4,0,2201267,1467511.333,733755.6667,2,Hard
2,1569546,5227,0,5,0,1,0,784773,523182,261591,4,Medium
2,1729223,5255,0,10,1,4,1,864611.5,576407.6667,288203.8333,3,Hard
2,548533,7267,0,6,3,3,1,274266.5,182844.3333,91422.16667,6,Hard
2,38613,5263,0,7,1,2,1,19306.5,12871,6435.5,6,Hard
2,5659853,2206,0,23,3,3,1,2829926.5,1886617.667,943308.8333,3,Hard
2,525847,7472,0,22,2,4,1,262923.5,175282.3333,87641.16667,4,Hard
2,5432782,8920,0,22,3,1,0,2716391,1810927.333,905463.6667,3,Hard
2,2639186,6241,0,6,3,4,0,1319593,879728.6667,439864.3333,3,Hard
2,3539635,5245,0,8,2,1,1,1769817.5,1179878.333,589939.1667,4,Hard
2,703113,182,0,18,3,4,1,351556.5,234371,117185.5,1,Hard
2,633044,6811,0,21,1,1,1,316522,211014.6667,105507.3333,4,Hard
2,1957425,1917,0,19,1,1,1,978712.5,652475,326237.5,5,Hard
2,4006360,692,0,12,2,1,1,2003180,1335453.333,667726.6667,4,Hard
2,4383043,8107,0,16,2,2,0,2191521.5,1461014.333,730507.1667,6,Hard
2,3076104,960,0,12,1,3,1,1538052,1025368,512684,2,Hard
2,3535637,4285,0,12,1,2,1,1767818.5,1178545.667,589272.8333,6,Hard
2,5671344,2747,0,19,0,1,0,2835672,1890448,945224,6,Hard
2,260002,5922,0,25,0,3,1,130001,86667.33333,43333.66667,4,Hard
2,6681797,167,0,8,0,1,0,3340898.5,2227265.667,1113632.833,4,Hard
2,4329819,4621,0,10,1,4,1,2164909.5,1443273,721636.5,4,Medium
2,5819643,1282,0,19,2,1,1,2909821.5,1939881,969940.5,6,Hard
2,3825013,7195,0,8,0,3,1,1912506.5,1275004.333,637502.1667,2,Hard
2,4857918,1224,0,6,2,3,0,2428959,1619306,809653,3,Hard
2,1859041,4951,0,9,1,1,0,929520.5,619680.3333,309840.1667,6,Medium
2,5171065,2263,0,4,0,1,0,2585532.5,1723688.333,861844.1667,4,Hard
2,6939448,3008,0,23,0,3,1,3469724,2313149.333,1156574.667,3,Medium
2,2458865,8266,0,19,3,2,1,1229432.5,819621.6667,409810.8333,2,Hard
2,3449039,7608,0,4,2,2,1,1724519.5,1149679.667,574839.8333,3,Hard
2,635806,372,0,8,0,2,1,317903,211935.3333,105967.6667,5,Hard
2,6257724,2289,0,23,2,2,0,3128862,2085908,1042954,3,Medium
2,4715084,5717,0,22,0,2,1,2357542,1571694.667,785847.3333,5,Hard
2,3925970,4102,0,3,0,3,0,1962985,1308656.667,654328.3333,5,Hard
2,4221950,572,0,14,3,1,1,2110975,1407316.667,703658.3333,4,Medium
2,917932,2931,0,18,0,4,0,458966,305977.3333,152988.6667,1,Hard
2,5996253,4106,0,11,3,3,0,2998126.5,1998751,999375.5,4,Hard
2,3300440,3721,0,14,0,4,1,1650220,1100146.667,550073.3333,5,Hard
2,740374,8161,0,7,3,4,1,370187,246791.3333,123395.6667,5,Hard
2,3127291,6959,0,23,3,3,1,1563645.5,1042430.333,521215.1667,5,Hard
2,5332870,6791,0,8,0,1,0,2666435,1777623.333,888811.6667,5,Hard
2,4012859,3604,0,25,0,2,1,2006429.5,1337619.667,668809.8333,6,Hard
2,5927491,6948,0,11,1,3,1,2963745.5,1975830.333,987915.1667,4,Hard
2,373359,6831,0,8,3,2,0,186679.5,124453,62226.5,1,Hard
2,4733555,7606,0,12,2,4,1,2366777.5,1577851.667,788925.8333,5,Hard
2,3545829,2725,0,5,3,3,0,1772914.5,1181943,590971.5,6,Hard
2,15414,5214,0,13,0,1,0,7707,5138,2569,6,Medium
2,2578120,7823,0,21,2,1,1,1289060,859373.3333,429686.6667,1,Hard
2,382940,7180,0,19,1,1,0,191470,127646.6667,63823.33333,6,Hard
2,578646,3922,0,1,0,2,0,289323,192882,96441,2,Hard
2,1223899,4541,0,21,2,2,0,611949.5,407966.3333,203983.1667,3,Hard
2,406512,1085,0,9,2,3,0,203256,135504,67752,6,Hard
2,4177980,6348,0,6,3,2,1,2088990,1392660,696330,2,Hard
2,1382847,3181,0,14,1,2,1,691423.5,460949,230474.5,1,Medium
2,3381638,6308,0,9,0,4,0,1690819,1127212.667,563606.3333,3,Hard
2,3675646,5109,0,1,0,1,0,1837823,1225215.333,612607.6667,6,Medium
2,5938365,4827,0,19,0,3,0,2969182.5,1979455,989727.5,5,Medium
2,337267,5213,0,6,1,1,1,168633.5,112422.3333,56211.16667,2,Medium
2,5510454,3682,0,24,0,3,0,2755227,1836818,918409,6,Medium
2,868251,2962,0,8,1,1,0,434125.5,289417,144708.5,4,Medium
2,1281508,4277,0,10,3,4,1,640754,427169.3333,213584.6667,1,Medium
2,6948585,4130,0,18,3,1,1,3474292.5,2316195,1158097.5,5,Medium
2,4521142,120,0,10,2,2,0,2260571,1507047.333,753523.6667,4,Medium
2,143634,871,0,13,1,1,1,71817,47878,23939,1,Easy
2,80783,729,0,3,1,2,0,40391.5,26927.66667,13463.83333,5,Easy
2,1128853,2483,0,11,3,4,0,564426.5,376284.3333,188142.1667,2,Medium
2,1556468,8084,0,21,0,2,0,778234,518822.6667,259411.3333,1,Medium
2,4150377,3034,0,17,1,1,0,2075188.5,1383459,691729.5,2,Easy
2,4299166,195,0,8,1,2,1,2149583,1433055.333,716527.6667,3,Easy
2,387116,562,0,17,0,4,1,193558,129038.6667,64519.33333,2,Medium
2,224130,4167,0,8,0,4,0,112065,74710,37355,6,Easy
2,5384544,8184,0,19,0,1,0,2692272,1794848,897424,2,Medium
2,3546039,6323,0,7,2,1,1,1773019.5,1182013,591006.5,1,Medium
2,725488,2275,0,3,1,4,0,362744,241829.3333,120914.6667,3,Easy
2,5998092,1711,0,23,0,3,0,2999046,1999364,999682,3,Easy
2,6001474,6537,0,9,1,3,1,3000737,2000491.333,1000245.667,1,Easy
2,3688977,437,0,20,3,2,0,1844488.5,1229659,614829.5,1,Medium
2,4696020,1658,0,1,3,1,0,2348010,1565340,782670,6,Medium
2,5693889,7219,0,20,0,4,1,2846944.5,1897963,948981.5,4,Medium
2,5489690,7348,0,23,3,1,1,2744845,1829896.667,914948.3333,2,Easy
2,6449482,7875,0,16,2,3,0,3224741,2149827.333,1074913.667,6,Easy
2,2637168,4621,0,18,3,1,0,1318584,879056,439528,1,Easy
2,4641701,6451,0,2,3,1,1,2320850.5,1547233.667,773616.8333,1,Medium
2,1307143,8954,0,25,1,2,0,653571.5,435714.3333,217857.1667,1,Easy
2,2896477,2180,0,13,1,2,1,1448238.5,965492.3333,482746.1667,5,Easy
2,3908277,7403,0,11,3,2,1,1954138.5,1302759,651379.5,1,Medium
2,4342995,4715,0,24,2,3,1,2171497.5,1447665,723832.5,2,Easy
2,1541154,3239,0,10,3,1,0,770577,513718,256859,3,Easy
2,5546194,4128,0,2,3,4,1,2773097,1848731.333,924365.6667,1,Medium
2,4502352,4456,0,20,1,3,1,2251176,1500784,750392,3,Easy
2,5242768,8611,0,4,2,3,0,2621384,1747589.333,873794.6667,2,Easy
2,4406038,6291,0,23,3,4,1,2203019,1468679.333,734339.6667,4,Easy
2,6792078,4164,0,4,2,3,1,3396039,2264026,1132013,3,Easy
2,1927040,6931,0,19,0,1,0,963520,642346.6667,321173.3333,6,Medium
2,5440778,376,0,21,1,3,1,2720389,1813592.667,906796.3333,5,Easy
2,3557145,8296,0,21,2,2,1,1778572.5,1185715,592857.5,6,Easy
2,1999731,487,0,19,1,3,1,999865.5,666577,333288.5,2,Medium
2,4261081,3866,0,3,3,1,1,2130540.5,1420360.333,710180.1667,4,Easy
2,4570017,6009,0,11,1,4,1,2285008.5,1523339,761669.5,1,Easy
2,686583,8687,0,10,0,2,0,343291.5,228861,114430.5,2,Easy
2,777521,2556,0,23,3,1,0,388760.5,259173.6667,129586.8333,5,Easy
2,1842759,2788,0,3,2,2,0,921379.5,614253,307126.5,6,Easy
2,3043594,5138,0,18,2,4,1,1521797,1014531.333,507265.6667,4,Medium
2,54055,3827,0,9,3,3,0,27027.5,18018.33333,9009.166667,1,Medium
2,2624893,1152,0,17,3,3,1,1312446.5,874964.3333,437482.1667,1,Medium
2,4598535,2147,0,8,1,3,1,2299267.5,1532845,766422.5,1,Medium
2,1054301,227,0,6,0,2,1,527150.5,351433.6667,175716.8333,3,Easy
2,4284978,555,0,16,2,1,1,2142489,1428326,714163,2,Easy
2,5500801,2488,0,8,0,3,1,2750400.5,1833600.333,916800.1667,5,Easy
2,582245,7987,0,2,3,4,1,291122.5,194081.6667,97040.83333,5,Easy
2,3197899,3151,0,11,2,3,1,1598949.5,1065966.333,532983.1667,3,Medium
2,3333382,4715,0,17,2,1,1,1666691,1111127.333,555563.6667,3,Medium
2,3276697,6936,0,5,1,3,1,1638348.5,1092232.333,546116.1667,5,Easy
2,3559713,3672,0,20,2,1,1,1779856.5,1186571,593285.5,4,Easy
2,6220834,8146,0,13,0,4,1,3110417,2073611.333,1036805.667,3,Medium
2,5848161,5950,0,20,1,3,0,2924080.5,1949387,974693.5,5,Medium
2,1589303,6616,0,25,0,3,1,794651.5,529767.6667,264883.8333,6,Medium
2,5842869,8323,0,4,3,4,1,2921434.5,1947623,973811.5,3,Medium
2,6900503,6706,0,15,1,2,1,3450251.5,2300167.667,1150083.833,2,Easy
2,2625161,8021,0,12,3,1,1,1312580.5,875053.6667,437526.8333,3,Easy
2,4807684,1865,0,11,1,3,0,2403842,1602561.333,801280.6667,6,Easy
2,817637,6672,0,14,3,3,1,408818.5,272545.6667,136272.8333,3,Easy
2,3000491,6779,0,6,1,4,0,1500245.5,1000163.667,500081.8333,1,Medium
2,3854258,3440,0,6,3,1,0,1927129,1284752.667,642376.3333,3,Easy
2,4946117,8271,0,21,3,1,1,2473058.5,1648705.667,824352.8333,6,Medium
2,3483867,6340,0,22,0,1,0,1741933.5,1161289,580644.5,3,Easy
2,103731,2552,0,17,0,2,1,51865.5,34577,17288.5,3,Medium
2,6203892,4572,0,3,1,4,1,3101946,2067964,1033982,5,Easy
2,4196353,5501,0,25,1,1,0,2098176.5,1398784.333,699392.1667,2,Easy
2,4262316,4279,0,15,3,1,1,2131158,1420772,710386,6,Medium
2,1428227,7631,0,14,2,1,1,714113.5,476075.6667,238037.8333,5,Easy
2,4656887,8199,0,22,0,4,0,2328443.5,1552295.667,776147.8333,1,Easy
2,3423606,7601,0,18,2,3,1,1711803,1141202,570601,6,Easy
2,4941533,2530,0,19,0,3,1,2470766.5,1647177.667,823588.8333,4,Medium
2,1850842,3835,0,18,3,1,1,925421,616947.3333,308473.6667,3,Medium
2,6192236,7470,0,19,2,1,1,3096118,2064078.667,1032039.333,6,Easy
2,6090078,5342,0,20,2,4,0,3045039,2030026,1015013,6,Medium
2,1538164,1685,0,24,2,1,0,769082,512721.3333,256360.6667,5,Easy
2,6518609,1643,0,22,2,1,1,3259304.5,2172869.667,1086434.833,5,Medium
2,3061635,1354,0,8,2,2,0,1530817.5,1020545,510272.5,1,Medium
2,4998637,556,0,18,3,4,0,2499318.5,1666212.333,833106.1667,5,Medium
2,4858498,5998,0,5,3,1,1,2429249,1619499.333,809749.6667,3,Medium
2,964379,2690,0,1,3,2,1,482189.5,321459.6667,160729.8333,1,Medium
2,160617,6602,0,2,1,3,0,80308.5,53539,26769.5,6,Medium
2,6625882,6474,0,19,0,4,0,3312941,2208627.333,1104313.667,6,Medium
2,2255676,4345,0,13,1,1,1,1127838,751892,375946,2,Easy
2,5680537,3135,0,9,1,1,0,2840268.5,1893512.333,946756.1667,1,Easy
2,241522,6425,0,20,0,3,0,120761,80507.33333,40253.66667,1,Medium
2,3610430,3760,0,21,2,1,0,1805215,1203476.667,601738.3333,3,Medium
2,6332309,451,0,12,0,1,1,3166154.5,2110769.667,1055384.833,5,Medium
2,2574807,4007,0,1,3,1,0,1287403.5,858269,429134.5,4,Easy
2,267947,3286,0,20,3,3,1,133973.5,89315.66667,44657.83333,1,Medium
2,2320801,8774,0,9,0,4,0,1160400.5,773600.3333,386800.1667,6,Medium
2,767053,5678,0,24,0,3,1,383526.5,255684.3333,127842.1667,3,Easy
2,5112620,2493,0,5,2,3,0,2556310,1704206.667,852103.3333,2,Easy
2,6718935,2370,0,18,1,1,1,3359467.5,2239645,1119822.5,1,Medium
2,1261543,6493,0,25,2,2,1,630771.5,420514.3333,210257.1667,3,Easy
2,1633209,7481,0,22,2,3,0,816604.5,544403,272201.5,1,Easy
2,3684856,313,0,10,1,3,0,1842428,1228285.333,614142.6667,3,Medium
2,6884675,5583,0,24,2,1,1,3442337.5,2294891.667,1147445.833,6,Medium
2,6233824,4607,0,19,3,4,0,3116912,2077941.333,1038970.667,1,Medium
2,3020175,8543,0,4,0,1,0,1510087.5,1006725,503362.5,3,Easy
2,1935194,5552,0,23,2,4,0,967597,645064.6667,322532.3333,3,Medium
2,1686493,2611,0,13,1,3,0,843246.5,562164.3333,281082.1667,1,Easy
2,6898509,7035,0,11,3,1,0,3449254.5,2299503,1149751.5,6,Medium
2,2447381,5585,0,12,1,1,0,1223690.5,815793.6667,407896.8333,5,Medium
2,168079,884,0,11,0,3,0,84039.5,56026.33333,28013.16667,1,Easy
2,3609559,7122,0,19,3,3,1,1804779.5,1203186.333,601593.1667,6,Easy
2,4627817,4979,0,13,0,2,0,2313908.5,1542605.667,771302.8333,3,Medium
2,3823106,6851,0,20,2,2,0,1911553,1274368.667,637184.3333,4,Medium
2,6909158,2284,0,23,0,2,1,3454579,2303052.667,1151526.333,4,Easy
2,4016968,701,0,20,2,4,1,2008484,1338989.333,669494.6667,4,Medium
2,2230864,6790,0,11,0,4,0,1115432,743621.3333,371810.6667,5,Easy
2,4333099,6545,0,22,2,2,1,2166549.5,1444366.333,722183.1667,1,Easy
2,4421440,7963,0,8,2,3,0,2210720,1473813.333,736906.6667,1,Medium
2,4835961,1875,0,20,2,3,1,2417980.5,1611987,805993.5,3,Medium
2,2957096,7136,0,25,3,4,1,1478548,985698.6667,492849.3333,3,Easy
2,1976291,6293,0,24,0,3,0,988145.5,658763.6667,329381.8333,2,Medium
2,5560683,1394,0,18,2,4,0,2780341.5,1853561,926780.5,6,Medium
2,5172875,2610,0,24,2,2,0,2586437.5,1724291.667,862145.8333,5,Easy
2,3655874,5779,0,16,1,3,0,1827937,1218624.667,609312.3333,5,Medium
2,4127294,5625,0,3,1,2,0,2063647,1375764.667,687882.3333,3,Easy
2,1583756,7158,0,7,2,1,1,791878,527918.6667,263959.3333,2,Medium
2,5419897,520,0,19,1,4,0,2709948.5,1806632.333,903316.1667,1,Easy
2,2660762,6463,0,25,3,2,0,1330381,886920.6667,443460.3333,3,Medium
2,1693098,173,0,8,0,3,0,846549,564366,282183,3,Medium
2,814288,7627,0,8,1,2,1,407144,271429.3333,135714.6667,6,Medium
2,3500357,404,0,13,3,3,0,1750178.5,1166785.667,583392.8333,6,Easy
2,5295183,5746,0,18,3,1,1,2647591.5,1765061,882530.5,4,Medium
2,5574359,5443,0,5,2,3,1,2787179.5,1858119.667,929059.8333,6,Easy
2,3356476,5504,0,17,2,2,1,1678238,1118825.333,559412.6667,1,Medium
2,6903972,2627,0,1,3,4,1,3451986,2301324,1150662,3,Medium
2,901074,7262,0,11,2,1,1,450537,300358,150179,3,Medium
2,6423932,4060,0,23,0,2,1,3211966,2141310.667,1070655.333,3,Medium
2,1565430,1628,0,8,1,1,1,782715,521810,260905,3,Easy
2,340085,3766,0,4,3,2,1,170042.5,113361.6667,56680.83333,4,Easy
2,149570,7545,0,10,1,1,1,74785,49856.66667,24928.33333,3,Easy
2,5281583,8010,0,5,1,2,1,2640791.5,1760527.667,880263.8333,4,Easy
2,4547947,3424,0,25,3,1,0,2273973.5,1515982.333,757991.1667,3,Easy
2,6027817,4790,0,20,3,1,0,3013908.5,2009272.333,1004636.167,3,Easy
2,2208370,6384,0,2,2,2,0,1104185,736123.3333,368061.6667,1,Medium
2,1461037,6013,0,20,2,2,0,730518.5,487012.3333,243506.1667,3,Easy
2,6568693,2010,0,14,0,2,0,3284346.5,2189564.333,1094782.167,4,Easy
2,4808161,7409,0,8,3,1,0,2404080.5,1602720.333,801360.1667,5,Easy
2,502447,7829,0,9,0,1,0,251223.5,167482.3333,83741.16667,4,Easy
2,2263854,6988,0,6,3,3,0,1131927,754618,377309,2,Medium
2,4440160,7849,0,11,3,4,0,2220080,1480053.333,740026.6667,5,Medium
2,85328,4262,0,9,1,2,1,42664,28442.66667,14221.33333,2,Medium
2,1257665,6310,0,15,1,1,0,628832.5,419221.6667,209610.8333,4,Easy
2,3273965,1749,0,11,2,4,1,1636982.5,1091321.667,545660.8333,1,Easy
2,4674515,6041,0,8,0,3,0,2337257.5,1558171.667,779085.8333,6,Medium
2,2666016,2758,0,13,3,4,1,1333008,888672,444336,4,Easy
2,6224192,938,0,12,3,2,1,3112096,2074730.667,1037365.333,3,Medium
2,907724,1774,0,25,0,3,0,453862,302574.6667,151287.3333,5,Medium
2,3024798,447,0,14,0,3,1,1512399,1008266,504133,3,Medium
2,6239581,5215,0,20,2,2,0,3119790.5,2079860.333,1039930.167,3,Easy
2,2692527,4745,0,25,0,4,0,1346263.5,897509,448754.5,1,Easy
2,3868332,222,0,23,3,2,0,1934166,1289444,644722,1,Easy
2,2462817,8031,0,13,0,4,0,1231408.5,820939,410469.5,5,Medium
2,1967358,8759,0,10,2,2,1,983679,655786,327893,2,Easy
2,6523950,7343,0,7,1,3,0,3261975,2174650,1087325,2,Easy
2,2037297,8124,0,14,1,2,1,1018648.5,679099,339549.5,2,Medium
2,1533579,6293,0,1,2,1,0,766789.5,511193,255596.5,1,Easy
2,1604341,7944,0,2,1,4,1,802170.5,534780.3333,267390.1667,5,Easy
2,2203037,5092,0,12,2,2,1,1101518.5,734345.6667,367172.8333,5,Medium
2,6398620,5602,0,9,0,3,0,3199310,2132873.333,1066436.667,5,Easy
2,1405848,6651,0,4,2,4,1,702924,468616,234308,1,Easy
2,1611041,8173,0,13,3,4,1,805520.5,537013.6667,268506.8333,5,Easy
2,3806123,8620,0,7,2,4,1,1903061.5,1268707.667,634353.8333,3,Medium
2,3939492,1503,0,9,1,2,1,1969746,1313164,656582,6,Medium
2,6897882,5598,0,22,2,3,1,3448941,2299294,1149647,4,Medium
2,2793217,1745,0,18,1,2,0,1396608.5,931072.3333,465536.1667,5,Medium
2,5210925,2932,0,19,0,2,0,2605462.5,1736975,868487.5,3,Easy
2,98942,8521,0,16,2,2,1,49471,32980.66667,16490.33333,1,Easy
2,1806335,8230,0,5,0,3,0,903167.5,602111.6667,301055.8333,2,Easy
2,3060288,8892,0,2,2,3,0,1530144,1020096,510048,5,Medium
2,6641899,3702,0,21,2,2,0,3320949.5,2213966.333,1106983.167,6,Medium
2,5204287,1202,0,25,2,1,0,2602143.5,1734762.333,867381.1667,6,Medium
2,25935,657,0,8,3,2,1,12967.5,8645,4322.5,4,Medium
2,3112739,6186,0,8,1,3,0,1556369.5,1037579.667,518789.8333,4,Easy
2,804704,1435,0,8,0,1,1,402352,268234.6667,134117.3333,5,Easy
2,473147,3144,0,12,1,3,1,236573.5,157715.6667,78857.83333,3,Medium
2,6205329,852,0,10,2,3,0,3102664.5,2068443,1034221.5,4,Easy
2,4562042,5991,0,17,0,3,1,2281021,1520680.667,760340.3333,1,Easy
2,2105030,4376,0,17,3,3,1,1052515,701676.6667,350838.3333,5,Easy
